CiteKey,Lat,Lon,Class,FishFamily,FishSp,SppGrouped,HighlyMigratory,HabitatZone,Lifestage,HabitatType,HabitatSpecies,HabitatFunction,MicroHabitat,ObsType,DepthZone,AreaOfStudy,FisheryImpact,FishStock,FishStockReason,NotesFishery,,Notes
npfmc2016fishery,38.8,-126.5,actinopterygii,gadidae,gadus macrocephalus,,,benthopelagic,adult,soft-sediment;rock,,food; shelter,prefers mud; clay and sand; occurs in depths upto 500m,catch-survey,<1000,>100ha,,,,Bottom trawl; longline; pit and jig; concentrated on first few months of the year,,
npfmc2016fishery,40.6,-127,actinopterygii,gadidae,gadus macrocephalus,,,benthopelagic,adult,soft-sediment;rock,,food; shelter,prefers mud; clay and sand; occurs in depths upto 500m,catch-survey,<1000,>100ha,,,,Bottom trawl; longline; pit and jig; concentrated on first few months of the year,,
npfmc2016fishery,43.6,-127,actinopterygii,gadidae,gadus macrocephalus,,,benthopelagic,adult,soft-sediment;rock,,food; shelter,prefers mud; clay and sand; occurs in depths upto 500m,catch-survey,<1000,>100ha,,,,Bottom trawl; longline; pit and jig; concentrated on first few months of the year,,
npfmc2016fishery,46.6,-128.4,actinopterygii,gadidae,gadus macrocephalus,,,benthopelagic,adult,soft-sediment;rock,,food; shelter,prefers mud; clay and sand; occurs in depths upto 500m,catch-survey,<1001,>100ha,,,,Bottom trawl; longline; pit and jig; concentrated on first few months of the year,,
npfmc2016fishery,49.2,-130.2,actinopterygii,gadidae,gadus macrocephalus,,,benthopelagic,adult,soft-sediment;rock,,food; shelter,prefers mud; clay and sand; occurs in depths upto 500m,catch-survey,<1002,>100ha,,,,Bottom trawl; longline; pit and jig; concentrated on first few months of the year,,
npfmc2016fishery,52.25,-134.3,actinopterygii,gadidae,gadus macrocephalus,,,benthopelagic,adult,soft-sediment;rock,,food; shelter,prefers mud; clay and sand; occurs in depths upto 500m,catch-survey,<1003,>100ha,,,,Bottom trawl; longline; pit and jig; concentrated on first few months of the year,,
npfmc2016fishery,55.8,-137.8,actinopterygii,gadidae,gadus macrocephalus,,,benthopelagic,adult,soft-sediment;rock,,food; shelter,prefers mud; clay and sand; occurs in depths upto 500m,catch-survey,<1004,>100ha,,,,Bottom trawl; longline; pit and jig; concentrated on first few months of the year,,
npfmc2016fishery,58.2,-140.5,actinopterygii,gadidae,gadus macrocephalus,,,benthopelagic,adult,soft-sediment;rock,,food; shelter,prefers mud; clay and sand; occurs in depths upto 500m,catch-survey,<1005,>100ha,,,,Bottom trawl; longline; pit and jig; concentrated on first few months of the year,,
npfmc2016fishery,58.8,-145.7,actinopterygii,gadidae,gadus macrocephalus,,,benthopelagic,adult,soft-sediment;rock,,food; shelter,prefers mud; clay and sand; occurs in depths upto 500m,catch-survey,<1006,>100ha,,,,Bottom trawl; longline; pit and jig; concentrated on first few months of the year,,
npfmc2016fishery,58.1,-150.1,actinopterygii,gadidae,gadus macrocephalus,,,benthopelagic,adult,soft-sediment;rock,,food; shelter,prefers mud; clay and sand; occurs in depths upto 500m,catch-survey,<1007,>100ha,,,,Bottom trawl; longline; pit and jig; concentrated on first few months of the year,,
npfmc2016fishery,55.5,-154.4,actinopterygii,gadidae,gadus macrocephalus,,,benthopelagic,adult,soft-sediment;rock,,food; shelter,prefers mud; clay and sand; occurs in depths upto 500m,catch-survey,<1008,>100ha,,,,Bottom trawl; longline; pit and jig; concentrated on first few months of the year,,
npfmc2016fishery,54.7,-158.1,actinopterygii,gadidae,gadus macrocephalus,,,benthopelagic,adult,soft-sediment;rock,,food; shelter,prefers mud; clay and sand; occurs in depths upto 500m,catch-survey,<1009,>100ha,,,,Bottom trawl; longline; pit and jig; concentrated on first few months of the year,,
npfmc2016fishery,53.9,-161.4,actinopterygii,gadidae,gadus macrocephalus,,,benthopelagic,adult,soft-sediment;rock,,food; shelter,prefers mud; clay and sand; occurs in depths upto 500m,catch-survey,<1010,>100ha,,,,Bottom trawl; longline; pit and jig; concentrated on first few months of the year,,
npfmc2016fishery,52.8,-166.28,actinopterygii,gadidae,gadus macrocephalus,,,benthopelagic,adult,soft-sediment;rock,,food; shelter,prefers mud; clay and sand; occurs in depths upto 500m,catch-survey,<1011,>100ha,,,,Bottom trawl; longline; pit and jig; concentrated on first few months of the year,,
npfmc2016fishery,52.29,-170.1,actinopterygii,gadidae,gadus macrocephalus,,,benthopelagic,adult,soft-sediment;rock,,food; shelter,prefers mud; clay and sand; occurs in depths upto 500m,catch-survey,<1012,>100ha,,,,Bottom trawl; longline; pit and jig; concentrated on first few months of the year,,
npfmc2016fishery,57.04,-161.01,actinopterygii,gadidae,gadus macrocephalus,,,benthopelagic,adult,soft-sediment;rock,,food; shelter,prefers mud; clay and sand; occurs in depths upto 500m,catch-survey,<1013,>100ha,,,,Bottom trawl; longline; pit and jig; concentrated on first few months of the year,,
npfmc2016fishery,56.6,-165.4,actinopterygii,gadidae,gadus macrocephalus,,,benthopelagic,adult,soft-sediment;rock,,food; shelter,prefers mud; clay and sand; occurs in depths upto 500m,catch-survey,<1014,>100ha,,,,Bottom trawl; longline; pit and jig; concentrated on first few months of the year,,
npfmc2016fishery,58.79,-167.78,actinopterygii,gadidae,gadus macrocephalus,,,benthopelagic,adult,soft-sediment;rock,,food; shelter,prefers mud; clay and sand; occurs in depths upto 500m,catch-survey,<1015,>100ha,,,,Bottom trawl; longline; pit and jig; concentrated on first few months of the year,,
npfmc2016fishery,61.69,-167.1,actinopterygii,gadidae,gadus macrocephalus,,,benthopelagic,adult,soft-sediment;rock,,food; shelter,prefers mud; clay and sand; occurs in depths upto 500m,catch-survey,<1016,>100ha,,,,Bottom trawl; longline; pit and jig; concentrated on first few months of the year,,
npfmc2016fishery,60.99,-169.8,actinopterygii,gadidae,gadus macrocephalus,,,benthopelagic,adult,soft-sediment;rock,,food; shelter,prefers mud; clay and sand; occurs in depths upto 500m,catch-survey,<1017,>100ha,,,,Bottom trawl; longline; pit and jig; concentrated on first few months of the year,,
npfmc2016fishery,52,-140,actinopterygii,anoplopomatidae,anoplopoma fimbria,,,epipelagic,larvae,,,physiochem,,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,55,-152,actinopterygii,anoplopomatidae,anoplopoma fimbria,,,epipelagic,larvae,,,physiochem,,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,53,-163,actinopterygii,anoplopomatidae,anoplopoma fimbria,,,epipelagic,larvae,,,physiochem,,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,52,-180,actinopterygii,anoplopomatidae,anoplopoma fimbria,,,epipelagic,larvae,,,physiochem,,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,60,-170,actinopterygii,anoplopomatidae,anoplopoma fimbria,,,epipelagic,larvae,,,physiochem,,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,52,-140,actinopterygii,anoplopomatidae,anoplopoma fimbria,,,epipelagic; mesopelagic,juvenile,mud; sand; soft-sediment;rock,,food; shelter,rock includes gravel; cobbles and boulders,catch-survey,<1000,>100ha,,,,,,early juveniles found near the alaskan coast in bays and inlets; late juveniles found in deep gully's in the continental shelf
npfmc2016fishery,55,-152,actinopterygii,anoplopomatidae,anoplopoma fimbria,,,epipelagic; mesopelagic,juvenile,mud; sand; soft-sediment;rock,,food; shelter,rock includes gravel; cobbles and boulders,catch-survey,<1000,>100ha,,,,,,early juveniles found near the alaskan coast in bays and inlets; late juveniles found in deep gully's in the continental shelf
npfmc2016fishery,53,-163,actinopterygii,anoplopomatidae,anoplopoma fimbria,,,epipelagic; mesopelagic,juvenile,mud; sand; soft-sediment;rock,,food; shelter,rock includes gravel; cobbles and boulders,catch-survey,<1000,>100ha,,,,,,early juveniles found near the alaskan coast in bays and inlets; late juveniles found in deep gully's in the continental shelf
npfmc2016fishery,52,-180,actinopterygii,anoplopomatidae,anoplopoma fimbria,,,epipelagic; mesopelagic,juvenile,mud; sand; soft-sediment;rock,,food; shelter,rock includes gravel; cobbles and boulders,catch-survey,<1000,>100ha,,,,,,early juveniles found near the alaskan coast in bays and inlets; late juveniles found in deep gully's in the continental shelf
npfmc2016fishery,60,-170,actinopterygii,anoplopomatidae,anoplopoma fimbria,,,epipelagic; mesopelagic,juvenile,mud; sand; soft-sediment;rock,,food; shelter,rock includes gravel; cobbles and boulders,catch-survey,<1000,>100ha,,,,,,early juveniles found near the alaskan coast in bays and inlets; late juveniles found in deep gully's in the continental shelf
npfmc2016fishery,52,-140,actinopterygii,anoplopomatidae,anoplopoma fimbria,,,benthopelagic,adult,mud; sand; soft-sediment;rock,,food; shelter,rock includes gravel; cobbles and boulders,catch-survey,<4000,>100ha,,,,,,continental slope and deep shelf gullies and fjords
npfmc2016fishery,55,-152,actinopterygii,anoplopomatidae,anoplopoma fimbria,,,benthopelagic,adult,mud; sand; soft-sediment;rock,,food; shelter,rock includes gravel; cobbles and boulders,catch-survey,<4000,>100ha,,,,,,continental slope and deep shelf gullies and fjords
npfmc2016fishery,53,-163,actinopterygii,anoplopomatidae,anoplopoma fimbria,,,benthopelagic,adult,mud; sand; soft-sediment;rock,,food; shelter,rock includes gravel; cobbles and boulders,catch-survey,<4000,>100ha,,,,,,continental slope and deep shelf gullies and fjords
npfmc2016fishery,52,-180,actinopterygii,anoplopomatidae,anoplopoma fimbria,,,benthopelagic,adult,mud; sand; soft-sediment;rock,,food; shelter,rock includes gravel; cobbles and boulders,catch-survey,<4000,>100ha,,,,,,continental slope and deep shelf gullies and fjords
npfmc2016fishery,60,-170,actinopterygii,anoplopomatidae,anoplopoma fimbria,,,benthopelagic,adult,mud; sand; soft-sediment;rock,,food; shelter,rock includes gravel; cobbles and boulders,catch-survey,<4000,>100ha,,,,,,continental slope and deep shelf gullies and fjords
npfmc2016fishery,55,-152,actinopterygii,pleuronectidae,limanda aspera,,,benthopelagic,juvenile,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,53,-163,actinopterygii,pleuronectidae,limanda aspera,,,benthopelagic,juvenile,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,52,-180,actinopterygii,pleuronectidae,limanda aspera,,,benthopelagic,juvenile,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,60,-170,actinopterygii,pleuronectidae,limanda aspera,,,benthopelagic,juvenile,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,55,-152,actinopterygii,pleuronectidae,limanda aspera,,,benthopelagic,adult,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,wintertime migration to deeper waters outer shelf margin to avoid extreme cold water temperatures (sea ice edge)
npfmc2016fishery,53,-163,actinopterygii,pleuronectidae,limanda aspera,,,benthopelagic,adult,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,wintertime migration to deeper waters outer shelf margin to avoid extreme cold water temperatures (sea ice edge)
npfmc2016fishery,52,-180,actinopterygii,pleuronectidae,limanda aspera,,,benthopelagic,adult,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,wintertime migration to deeper waters outer shelf margin to avoid extreme cold water temperatures (sea ice edge)
npfmc2016fishery,60,-170,actinopterygii,pleuronectidae,limanda aspera,,,benthopelagic,adult,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,wintertime migration to deeper waters outer shelf margin to avoid extreme cold water temperatures (sea ice edge)
npfmc2016fishery,55,-152,actinopterygii,pleuronectidae,lepidopsetta polyxystra,,,benthopelagic,juvenile,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,53,-163,actinopterygii,pleuronectidae,lepidopsetta polyxystra,,,benthopelagic,juvenile,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,52,-180,actinopterygii,pleuronectidae,lepidopsetta polyxystra,,,benthopelagic,juvenile,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,60,-170,actinopterygii,pleuronectidae,lepidopsetta polyxystra,,,benthopelagic,juvenile,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,55,-152,actinopterygii,pleuronectidae,lepidopsetta polyxystra,,,benthopelagic,adult,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,wintertime migration to deeper waters outer shelf margin to avoid extreme cold water temperatures (sea ice edge)
npfmc2016fishery,53,-163,actinopterygii,pleuronectidae,lepidopsetta polyxystra,,,benthopelagic,adult,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,wintertime migration to deeper waters outer shelf margin to avoid extreme cold water temperatures (sea ice edge)
npfmc2016fishery,52,-180,actinopterygii,pleuronectidae,lepidopsetta polyxystra,,,benthopelagic,adult,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,wintertime migration to deeper waters outer shelf margin to avoid extreme cold water temperatures (sea ice edge)
npfmc2016fishery,60,-170,actinopterygii,pleuronectidae,lepidopsetta polyxystra,,,benthopelagic,adult,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,wintertime migration to deeper waters outer shelf margin to avoid extreme cold water temperatures (sea ice edge)
npfmc2016fishery,52,-140,actinopterygii,pleuronectidae,lepidopsetta bilineata,,,benthopelagic,juvenile,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,55,-152,actinopterygii,pleuronectidae,lepidopsetta bilineata,,,benthopelagic,juvenile,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,53,-163,actinopterygii,pleuronectidae,lepidopsetta bilineata,,,benthopelagic,juvenile,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,52,-180,actinopterygii,pleuronectidae,lepidopsetta bilineata,,,benthopelagic,juvenile,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,60,-170,actinopterygii,pleuronectidae,lepidopsetta bilineata,,,benthopelagic,juvenile,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,52,-140,actinopterygii,pleuronectidae,lepidopsetta bilineata,,,benthopelagic,adult,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,wintertime migration to deeper waters outer shelf margin to avoid extreme cold water temperatures (sea ice edge)
npfmc2016fishery,55,-152,actinopterygii,pleuronectidae,lepidopsetta bilineata,,,benthopelagic,adult,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,wintertime migration to deeper waters outer shelf margin to avoid extreme cold water temperatures (sea ice edge)
npfmc2016fishery,53,-163,actinopterygii,pleuronectidae,lepidopsetta bilineata,,,benthopelagic,adult,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,wintertime migration to deeper waters outer shelf margin to avoid extreme cold water temperatures (sea ice edge)
npfmc2016fishery,52,-180,actinopterygii,pleuronectidae,lepidopsetta bilineata,,,benthopelagic,adult,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,wintertime migration to deeper waters outer shelf margin to avoid extreme cold water temperatures (sea ice edge)
npfmc2016fishery,60,-170,actinopterygii,pleuronectidae,lepidopsetta bilineata,,,benthopelagic,adult,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,wintertime migration to deeper waters outer shelf margin to avoid extreme cold water temperatures (sea ice edge)
npfmc2016fishery,52,-140,actinopterygii,pleuronectidae,glyptocephalus zachirus,,,benthopelagic,juvenile,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,55,-152,actinopterygii,pleuronectidae,glyptocephalus zachirus,,,benthopelagic,juvenile,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,53,-163,actinopterygii,pleuronectidae,glyptocephalus zachirus,,,benthopelagic,juvenile,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,52,-180,actinopterygii,pleuronectidae,glyptocephalus zachirus,,,benthopelagic,juvenile,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,60,-170,actinopterygii,pleuronectidae,glyptocephalus zachirus,,,benthopelagic,juvenile,mud; sand; soft-sediment,,food; shelter,,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,52,-140,actinopterygii,pleuronectidae,glyptocephalus zachirus,,,benthopelagic,adult,mud; sand; soft-sediment,,food; shelter,,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,55,-152,actinopterygii,pleuronectidae,glyptocephalus zachirus,,,benthopelagic,adult,mud; sand; soft-sediment,,food; shelter,,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,53,-163,actinopterygii,pleuronectidae,glyptocephalus zachirus,,,benthopelagic,adult,mud; sand; soft-sediment,,food; shelter,,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,52,-180,actinopterygii,pleuronectidae,glyptocephalus zachirus,,,benthopelagic,adult,mud; sand; soft-sediment,,food; shelter,,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,60,-170,actinopterygii,pleuronectidae,glyptocephalus zachirus,,,benthopelagic,adult,mud; sand; soft-sediment,,food; shelter,,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,52,-140,actinopterygii,pleuronectidae,microstomus pacificus,,,benthopelagic,juvenile,mud; sand; soft-sediment,,food; shelter,,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,55,-152,actinopterygii,pleuronectidae,microstomus pacificus,,,benthopelagic,juvenile,mud; sand; soft-sediment,,food; shelter,,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,53,-163,actinopterygii,pleuronectidae,microstomus pacificus,,,benthopelagic,juvenile,mud; sand; soft-sediment,,food; shelter,,catch-survey,<1000,>100ha,,,,,,
